Medicine_ID,Counterfeit_Sales
JZK98,2758.2424666581705
MSY10,5092.836683719259
DDK20,2518.9622193922714
QAU14,1631.2897043651717
YMG27,-1102.7860983365013
PJB12,2379.353279594135
MKO99,1485.7994346950823
SYW15,1133.1112132673486
TTJ13,1806.8429449250425
KIT10,893.6075526789875
PYY23,3620.5347983433508
QQR55,2899.8603421036228
QBT13,1748.484441230577
KBR18,1816.7553280043799
IAP53,2425.251214568952
HPW53,3746.148817522457
UCX61,2244.1957737275748
IWE13,2967.2303656743275
OJE14,3275.0697585542953
SFI23,2158.022295591299
MRG11,2760.6812997712805
GLQ11,1806.6061934688046
JXC75,3290.5154843075434
FTY40,2646.9269087846
GUM11,899.6433991911795
LZQ97,4693.806311601718
NGH10,2145.529666961078
MKR14,3210.271623350465
MWN81,3613.7934576654493
QKY68,926.5277962060336
JEF58,1773.2787545548963
IJC44,3724.5650146871753
ZJB56,2087.293852395205
OIY11,2096.2607573549058
DXX87,939.1274364279577
VPX10,3224.740083637479
LHK43,1999.310768375531
UQE10,3779.621081699545
MAJ12,2048.354681015244
GWU14,4211.699547031256
DCB19,3693.7874558005096
FVD11,877.4348038648295
CPZ57,870.9290065996884
HWM68,1599.6446105154819
TGT13,2636.5369118283256
OTB75,725.7202435445681
VIQ13,3493.2766954575322
XXE14,2093.431069044181
RNV12,791.2422102896467
DST32,3144.25898254099
CWT37,3843.875932111327
NCG56,3175.0835220712524
QJZ43,1545.5546629156538
RHR86,1653.5509859924412
QRC11,2112.5051910792745
ATT10,872.9922234441285
YYJ78,783.8941552165543
CQU27,-231.6105269687841
ATT10,850.9072984589159
YTK96,2769.030579431363
UNI81,1478.231490560045
IIG27,1339.5254912590497
MCS10,2472.8435706946498
BTP27,1675.186360075454
OLY11,1743.338443099751
TVT11,2217.436113528178
QFD24,4361.152803230147
UYQ40,804.5045191771342
KBP10,783.9865843662931
AKD11,3899.6016392672486
IUN21,4153.507385575298
PDQ67,781.7816604444156
RDQ13,1509.4738953238766
VLR87,3326.249124611371
HZC96,3635.8152105410813
QXV86,2474.33135583838
TGT13,2704.426293786626
XJA26,3037.3937214210932
EWT46,4090.8466759989774
QRC11,1792.3199012020134
RDJ83,1404.437917787861
URG12,277.5768139949953
BTP27,1789.7477871899723
ORN12,3969.091389349345
RFR49,3446.1179716817255
ZEE32,4161.0195299975585
OKA72,184.93192057492018
FSJ13,2629.01383103946
IYX45,1027.2650195172416
DSY84,1970.667966075127
CSM50,1889.121485224739
WOX94,3332.253114364034
UYH58,2974.2183674375356
OLD10,4431.284017968292
IAP71,3093.361690226969
ATT10,2789.339742309024
JHP96,-1220.1470520227358
RUT58,1934.0653028969678
UTN77,1560.2589093392755
CTM81,589.8074847779151
YAA14,1925.045265574901
JJZ12,2221.913176196442
BKA11,3960.530193921621
LWT80,1897.1201562855067
GKI48,1453.2863819875347
UAV72,1656.7722198727217
OIF72,2365.055790624418
JYY11,4663.481670304262
LLH93,3825.883150343918
AZB11,3905.7646517048265
JEM14,2570.4780220883595
AHD74,2563.596884773375
UYA56,4724.523738912931
XRJ35,723.8513359490004
RAH15,3049.1304270076876
TRZ29,4143.942315270313
HMI21,1560.182834099866
NEH32,1146.5145581462002
XEI37,3562.7662369911745
BEY15,2875.4887638648174
JJD44,1659.7399316126998
NUW49,2516.7457074573385
IKU77,1035.534451645176
WDW84,2518.054106751503
XBN75,3491.9898410105193
BTP27,1719.4065482047977
KSO48,3254.762056468503
SAC31,2870.50340814277
KTH72,1279.4267919362844
VZK61,3614.2284028280233
QAU14,1764.4901293576575
XVT88,4147.839201445297
KRS13,4280.237736586108
FDZ11,3452.281424950332
DHT27,4103.02226249593
GRD25,2558.099689601533
UQJ12,1583.5346084455755
GAC11,2565.5832339656204
TKA46,865.6546501327814
YST51,1059.4340669271828
CCH19,2728.5943588266337
FTY40,2930.998338641151
KVN10,3976.4286554180576
LWT80,1629.33005228792
ONO10,4505.210472201377
STR65,3369.3881523498517
VFE97,4125.297675900178
HWE10,822.3119315887775
PRC68,1644.4767659567901
RVX39,749.1041992850134
VMN22,2981.5501666828413
XBY11,730.4733701039797
ZRF15,2427.2866501417093
EOX12,2297.1654721905984
JNT60,3264.2159324731233
UIR34,3043.8324317901347
ACC80,4501.619351011459
IVE63,250.07695959692222
JES16,848.6963139053544
QEF34,3680.9551021709094
NZA81,1140.6737326682135
KTS65,3093.6543875802577
ORX66,3114.088797853476
DKW49,2617.5827173689772
DVR14,2151.9733934127194
KAY10,3708.114349826176
ENH17,1065.4764429363565
XHQ90,785.3392871542414
WVJ47,2724.7069478038134
UAS12,-1039.3322157646357
TPH13,2549.7710023542318
OUB13,-499.2176461542202
QQF11,1586.21869396673
NMJ18,1610.814377284358
JWP65,1143.059618695436
UYQ40,823.9606968316664
OJV12,2180.612957977544
GWU14,4112.21444250686
RLY93,806.2928928676497
IFX14,1616.463152398659
ANV76,2434.2285680624755
AHC49,2987.4855367415125
QXV86,2493.817628339753
TNC52,3181.0014890289326
AEF11,722.7907874352186
DMF12,3180.07896739364
PIV47,2520.3885958851806
FKP38,2751.8183791063598
JSI16,5128.069806846073
GEL15,3795.325657649713
SAD14,1659.4138269097068
APX64,-28.544167664578424
HFF15,1442.5839341204037
OJL17,1861.6934861213058
RMM57,3527.660528196529
JJZ12,3630.4766027379387
CYP90,2572.5710150842774
HOA15,3261.1836885651073
TWM83,2251.585412006148
XFX12,1854.5782302234024
UIR34,1583.355310194666
NXT21,3147.026552419383
YOC67,3448.8793125487014
CTT10,1683.7830065401295
XTA25,3827.7672760315636
CNH11,2681.3043891094794
OIR82,4322.9928689229455
KGC13,3571.8032224695694
LKT15,2669.514819025608
YFD14,4006.4824759537164
LGE15,2560.9259404678046
UTN77,1632.4075526074053
ZPQ72,2574.100205427831
KSA50,1968.8519114888413
WIW15,21.264615955676675
WDS14,784.2302298624791
CUY60,4191.247986649625
ACW12,3625.1838837803957
HER33,1958.188319789128
GMM11,3987.1687912877046
XXE14,3406.3085859624975
OJX13,3886.824079149917
GUA99,1833.1945831164016
HRH29,1969.466038728573
WFU12,1213.1088912506327
JZM41,2552.326060671738
QMP15,1521.2536342948833
AHD74,965.5471594407916
KSE64,2894.5127863497896
YEC92,245.75295860263776
SZO25,4367.121879781698
LKT15,2893.816128549142
SAS13,3032.4389220351472
DUZ10,854.8398286892798
DZI47,3209.494988221693
MEF33,3004.2860072328303
DQX15,2512.1667355189625
KTH72,3312.3283738673013
HPD36,588.4940234670814
NPE65,2163.161230750859
MRG11,2732.625058088797
PQM96,2580.108540447361
UYP13,-24.82103308681866
INU15,1228.1027470189306
ZGG52,3544.658208286722
TQD35,1526.959966333244
YOC67,3073.1826241189406
OUB13,1451.426889047571
MII51,1603.267700532857
VIC29,1275.4077289560469
RDC11,4455.845422755197
EZE26,2794.3455915078393
ZXO53,4983.571271256698
VVO38,-364.52132074108425
DKR87,1607.5029659719453
JKR96,1549.8060922090158
SDZ43,2275.3067835050156
GGP12,749.6569475008464
FWU13,2194.6907852335353
UFA10,2716.7067562115562
ZPF14,2030.6440517642882
YCY11,1903.1508935359534
WVE39,2879.171695940881
EFJ10,4330.612847798657
HLZ81,1428.5920061495565
UXH58,3197.7981504944482
LHC12,653.4905980895835
PAL64,4421.600335109497
PIN15,4636.511901604299
QAU14,-228.58019490174792
ZQW57,951.8243645853624
ELK66,4064.2373694703642
ARR74,584.4131811391574
LJD10,860.2200125520851
IGQ78,1548.9169349645704
LKG52,2086.310467529301
KGF12,3326.0900493292365
RWW49,1568.0319433553664
TZF64,2130.9627987805557
YST51,1096.7296191773928
VOE12,1862.526504932719
SPK13,3627.969268558479
HWE10,2228.1459406264225
HDN12,136.271306075096
MTV83,1893.4092362498845
WET13,1486.945199775009
LGX26,1339.074496929104
XIL11,3207.838630092899
OHY21,2562.480915671889
BYA70,1645.2373488972896
UMO34,3910.4061783967886
IMW22,3958.746900245956
CKE54,1017.0214489976042
HHT59,2286.213341079138
DUZ10,839.2952301970872
KYV41,2103.3959618844
WUK60,4015.969431063831
ZYP12,1023.468058659158
JSD91,2768.8339200437536
HPG22,3668.4481077788773
DIX98,26.37242489814372
MDI34,829.9327557718727
RDC11,3039.6434646722187
JYY11,3253.8891037234434
OKA72,2026.235487211854
KIS14,1188.2463285053336
ZJG11,2869.898437205779
NPE65,2568.475451929393
PRU76,91.52194295237615
TIQ73,2846.6927929406806
ZSC82,988.0331666110412
ZRC14,2921.7535535627408
QAE90,1036.8623266035713
YTL30,4544.800937255879
KJO95,1678.0537157745823
RIM99,809.5224854024996
MGD92,3493.265698802334
TKM11,2427.39185326779
NXW60,1309.235885630977
BCL11,4003.9180809248387
FKW44,1176.1015006274658
WVF37,1814.2651641663965
OAO12,531.4618497298864
UCB79,4975.757682527634
NWQ13,3095.1795277886154
FCY92,2478.4737530815796
TMZ19,3667.4335969060435
LZQ97,3341.725139578278
QKO94,1363.1521023803302
SKG14,3028.8949613043296
GTU11,1668.8237772219215
CEI27,-741.6893365324304
MUE19,4339.612139995435
TQD35,3377.2446653541047
ADT76,3439.034502141147
WPJ11,3255.666710184008
GKK14,1732.0747641838905
COQ16,1467.4766086812742
JTJ14,1815.4574259541237
CFL52,3837.1803505742705
QUH78,2518.9075184840453
CQK14,1121.1112973848092
URV12,640.8354756719898
CTT10,3052.7511519522054
EKB79,2973.8606447291018
TRX84,3685.796115647801
EGU28,3201.9529938512305
KAF29,712.6655353895119
YQV21,4061.82699798196
SZO25,1049.4073299108825
DUZ10,911.193257809052
HLD43,2239.8757310205838
CYJ45,2617.2645129436187
BQB14,1987.6898660600727
NAI10,3481.795284839957
HPG22,3748.6076178755425
NCI72,3797.6601922023497
DDK20,2528.1199034431515
YGZ30,1854.3192167862162
ORW88,4181.578420850648
ALQ91,2108.8382932124446
MRG12,5228.458929685099
WWF98,2043.132954783886
VDZ97,3273.495133655798
VMN22,2957.716525215812
PAN11,2129.3198754917835
MAJ12,3445.9362581475084
ACC80,3038.7461877479423
GNX16,1639.5676217102473
XPC22,1318.8098076783303
ZQS14,3772.2412400999287
LTH47,1944.5687662104492
XSM88,895.9232828893225
HLH13,2738.673346203823
XBT14,-401.0358091971927
BGH11,3053.7471295178625
FAC22,1264.645153449996
YQO80,2645.3192125692844
IUN21,2862.3083709094594
QWO29,3747.5529203837837
GNK67,4330.665478108471
NCN85,102.42715878977668
ZPQ72,1172.6527174055418
KSE64,2997.847177928132
MIH17,4414.923165898295
QKY68,1322.510771074337
FSJ13,2633.3849911106404
VNP14,1740.1802730780662
KYJ80,4422.500422742534
ENI41,2239.4616684838843
JPO54,3749.6344528850864
NUU36,817.5268571425652
WBL95,-1080.5719539900006
EWF75,2988.892193521187
SPK13,2197.8208961605824
XBT14,1211.6136633428546
OKF75,5338.389084156241
FKP38,3109.350521201276
ASL20,4056.7534276449946
WJO14,-1031.529645968243
LOS50,2989.7695400195066
MIH17,2961.1872941981446
RVU10,2723.7648363455532
JGK92,5427.801403235542
YEC92,2244.0174319970088
KJO95,1859.2183832700498
VIC83,2584.0542867682584
XBY11,2673.3626997175484
JET13,1272.2311908234926
JLD12,1139.8658237450911
TNK24,2855.8879339822756
PRU76,2094.171994513364
ZAC12,4384.912637395213
DJA22,3544.2013319552866
VPX10,3098.8433702012258
FPC14,1692.1818303233645
AEF11,-1233.6062702699235
YBZ14,3798.4674445254227
MRG11,2417.4429969314156
ZEE32,4152.543181274867
PYU86,2114.1002946397757
FDI10,-157.3074989085648
LAP14,3443.6065781179977
RHG44,1055.381235062943
QKY68,-719.8656108124617
SFZ66,4055.7094031413376
GWU14,3837.5130916196026
IOW64,2593.659374987603
NLT14,3468.8858118657977
DSP10,2556.65231975063
EWF75,2841.9783579015534
OGE14,10.484659564995752
IOW64,2509.7937838771404
ZRC14,3031.314678904966
NNX49,4043.5254920930524
TKM11,2443.368415997802
NJD55,2510.4784994721854
PPX45,965.8979641327671
BNU14,270.666334054102
OHK62,1560.4884654684406
CEY52,-1046.1356723007086
ZNR36,-84.0680632448379
NKH42,3221.2324024612512
HMD10,1814.1359975388973
KNX65,1772.2204705913412
OGE14,1923.4059886195114
KAE47,2591.7368169729116
QTR25,1622.6347440453806
QYN11,1719.8602058015676
ADO13,2342.8063949324687
WOT11,2681.14900436777
HPG22,3818.5977789830126
ZWS21,2625.777834297777
QEG60,4187.603035890883
LVI11,-1101.1635589301193
QTC50,888.0150637357647
OJX13,2563.7715613796026
JVY11,2666.780461314186
VMN13,829.4446376981414
XGE53,2701.0333016669565
UFA10,2464.388020640307
OPM10,2716.6761562699035
PNK10,219.60210496191183
GDV12,879.7271456273361
BGH11,1805.4175944493127
UBT47,1510.9522103204913
HRW59,1149.1703708328596
JWP65,2766.4370415727503
QBS73,2279.821343867893
NTB26,911.4391249657497
YSQ17,4037.664887650591
WGC12,2744.000344665203
GLJ63,1804.6726446630446
RXK11,1670.0333675922213
DWE31,4375.655148528689
OGW98,3050.852716307321
BGU29,4351.13297609393
LLI13,1807.1639916404706
UNO45,1743.5076431734053
JNE88,3589.3811621705627
BDC33,1753.0427517771948
SHY10,3634.1185048424345
YPI13,3721.5799881247713
YLQ15,1846.5012277976643
FWX31,4152.012932461126
VFE97,4233.332579994727
RWJ12,1716.0345362762812
NKD77,3883.4364161648514
DGB94,832.2767438176463
YRD11,2816.8679262390356
KJO51,1472.595309837974
HCI51,-1009.3910692253544
FTY40,3030.3945804824893
QJZ43,1544.6756465236235
BJE52,2553.7278250301397
SXA15,1498.0609313049613
RQL15,1342.3528583772093
OUO54,3162.004424594897
PXU66,-814.6212644338507
UJM11,4059.095142367389
DMG17,933.1266008203158
SGZ11,109.05593794927091
WEP87,3376.343419683945
SKA90,1503.6686525452926
CYS10,3271.4387228429323
NDQ15,2037.825485479374
GZY97,2629.375092904118
CKJ42,2708.975418052309
IPC15,2847.7303200243487
ENI41,2237.9158923868267
FCQ55,1848.1879280901244
BXE31,1172.345039885746
NMP43,4372.825735964136
MEF33,1122.7428393198622
IWK67,2799.0417729506207
PRU10,3063.491370355881
FKP38,3049.9054620620423
EQV54,1542.572128346853
AHF89,1616.4908970556703
PHH13,3446.7188173684613
GRM60,-733.1908941008182
PAL64,3174.2841918526597
NDP41,857.0527157830688
AHD74,2990.673329237586
SBH11,2147.033197166855
JTW13,1526.1481922949324
UQE10,3789.7503404048693
AXH89,4161.016042450992
CQU27,1830.3560987639712
PIN15,3282.286149596248
ZKQ11,3529.7370952704537
PPB10,4192.064051078192
UJM11,3742.3321611321066
TKM11,4394.4360048491
WJU16,995.0332804206776
YBZ14,2395.8342742525324
PRU10,1114.440445159434
WUJ11,3153.496279268373
ORS21,3124.3306867708216
OYJ39,2113.1441147815017
HRW59,2505.8533688957855
VKG12,2497.831923768837
MJH13,2575.3680327178913
RXO14,967.8369701402296
SVQ36,2791.8410811394083
SRC13,2289.0769846808207
PJB12,2304.8019391974535
XPC22,1363.0038951320935
JVG23,3173.211444996388
GUM11,626.4769276364493
UYA56,3028.317626127288
TKA46,2821.7913482495105
VIC29,1308.3274881429559
ESB61,2048.802004854104
DRH86,-798.2912372681787
VSL11,1704.3924891784661
DXX87,2845.1119749367886
LCH20,-1153.4443942045473
EJZ14,2592.842817396058
GMU28,1557.2306836355554
AEF11,649.0388969700955
KFJ98,2052.1806983934416
JYM14,4069.022013472221
CGH10,566.977039921935
XHQ12,786.4331824783699
RLS13,3951.5309707073734
ZQK44,4296.984217539593
VJX78,2428.2946961909015
RCF13,4060.9018621179507
RXK11,1595.8134320258218
TXX50,2823.078525049647
OPR10,3680.242298620374
OCU12,3302.8448059561615
SIY12,-177.9791918176673
HKA14,1931.1572472481516
OOL46,1301.93685722279
OJT30,654.3912909095756
TZF64,2211.305348083706
JUP10,2292.3994242105896
GMC11,3096.532194910877
YMU12,1882.9028834726619
XRU43,4810.774899700162
OJS40,1958.401815174227
VGE44,973.3669850261524
JJD44,3067.776018021323
RCV45,3070.5036352283105
XRH13,1559.5302375537906
CGQ37,1241.9194994780025
YKM69,2591.747905487601
CQK14,1456.9313301234947
HLH13,2802.7893096775447
FHS14,2680.3849980655855
JTU15,2106.273220804001
QKH44,885.7656439608638
YEY91,2578.1679961131235
WRY47,1428.6963550174958
ZEO73,961.4039944864219
JES16,1113.583194779462
JWP65,3066.9270512568096
IKW10,5513.8407297364265
OPP86,2875.121514934022
AEN20,2153.5585876024275
LOK28,2190.7250508113284
APX64,-10.915721953493005
IHO60,4308.639872271027
CNH11,2322.1454316274053
SLY12,2549.378837545582
CKJ42,3025.5369132327037
JZM41,3967.9145505400934
AUN96,3863.674970117682
GDV12,1229.1085362782837
WLW19,1858.651445530238
ORW88,4269.2987035140195
KTI10,3306.484237168351
KGC13,1968.2566071023466
IXX58,2873.5426955353496
DVT10,1211.4678890296052
RLY93,753.8217839847944
DCV26,2401.7006165895955
NWQ13,1795.7965613310532
WXN13,2927.9944906749784
AHZ10,2755.21699782325
JFM47,4528.887134666989
FKP21,-39.214725369375344
UAV72,1549.8638404062044
WJW10,2812.431170096706
LHK43,2025.0505682051548
NQE11,3261.4521039761835
ZAC12,3062.368609442788
LOS50,2856.8820772108716
SWZ52,1127.0238696896008
VKW64,3045.4990944462875
DLH42,3309.314124015227
FHS14,3054.551211347819
NEH32,798.2671794708922
ZEP43,1849.4669206854096
SIJ28,2498.22181426413
TWW48,1372.4180086704366
CTO12,1193.775465508258
WET13,1849.1966749719031
HLD43,2160.9002880425082
OIF72,4115.169571918912
XRI86,2099.020466088749
WBN96,3171.107908848499
LSU81,3250.734420091225
YEY31,3169.800648094993
VPO73,2001.5578824945846
SMU22,1316.8756301069336
KAF29,2317.12687820001
IFX12,1914.7889698428808
CTT10,1423.6659697881123
MCJ75,2108.175252815156
UYH71,2690.8247779584694
FOG11,3328.192156449413
UCB79,3589.189521604551
CPZ57,997.6121960394391
FTF15,3104.795908508539
KBE13,1474.553755208439
QHL12,3153.817178052569
QGQ10,1931.67549586335
DFL12,1911.3514191943482
FTY40,4342.197845679899
HTQ14,2882.454154926913
BSV80,2283.0201305111977
DCV26,2480.065386026881
JMH12,2625.0490514826874
EZH74,4119.118246876227
HWE10,782.0207698769912
UYQ40,903.937730246895
IBY35,3851.5213332323233
JTW13,1240.5362933003425
SIQ14,1486.4407121210852
WZF50,3261.4471568100807
DZI47,3223.8085296928216
OGP11,3678.3976046354237
LOK28,2145.287104898673
OEQ12,918.1904004147596
BON13,4016.0875464727465
RHS94,2578.861484704438
TTV54,2957.739057680656
OIT11,1077.0317172414855
NSF70,2077.4926146212883
OYN80,4597.128399961897
RMF83,3041.301813294485
ZFU57,2966.813503883637
JBP32,1862.59486276698
ORW88,2314.2866067276627
SKK32,3021.3013960859716
FQP55,1524.2899172501798
ZWG14,3242.444798418261
QRC79,1980.312780052806
OXK54,1985.544835453934
MJX11,752.6751348431799
AHD74,2832.859313305998
BTP27,1433.0566153754257
WHA79,1792.323968971208
VPJ12,2384.167894383289
MII51,1626.437497116011
LOK28,1809.83188279064
PZT93,2310.351469787887
ZKO55,1786.8118354389946
FKP21,1895.0172095744092
PNK10,2140.2061288419377
WVE39,1295.3537654074273
QJS12,2478.3934885787517
MXK51,1798.4088406944516
YKM69,2489.69112020064
OIF72,2656.162697267449
CTA35,2832.2553530579257
RAH15,3119.342452105103
EVB28,1216.0372554648939
KXU14,3670.6805744492262
BNB10,289.010702990508
TVF57,1709.3555405018378
PYY23,3774.010803681948
TBK97,1535.927211947147
DKY10,3776.000763643161
SWG81,1418.6525658650776
LDO15,3002.8298890153224
HSB92,3498.84911565171
TKA46,2670.384929817882
RZV10,-540.444022518426
FUN14,1995.2486132815357
NAI10,3371.932408541452
BTP27,3115.1749171727547
ZQK44,2631.3875799888397
ADE15,4362.482696581857
IKW10,4142.404992349659
FAB15,2546.176164589541
PJG77,2548.50597675435
JES16,1107.53047466194
KFB59,1401.72925511086
KDE69,2377.0765579649837
OPR10,3685.6354932334502
PXM14,1377.2043074417318
OYC25,3939.496502564765
BFK13,-745.6931911081881
TZF64,2271.51545991263
IMO12,1127.7534029235967
SFQ33,1206.8349103370767
SVE76,2029.4391214447382
HJZ96,2493.557410070151
RNM14,2711.1465941664756
FOG11,1896.3888738306405
WPJ11,2999.5857408654288
SGZ11,1436.8432153811823
ZGG52,2161.3688311559836
UIR34,1561.7217171909501
VNP14,3635.477248298502
CPZ57,612.5713649099201
HOK90,3569.671350100842
ZVH10,3471.085281740168
JTL20,1089.643246275351
OOI14,3264.70632759678
EHR84,1721.6400060752
YEY31,1157.4441198361799
GLQ11,1499.831434386705
SSW11,2561.916794753927
SSW11,627.9998258849835
HWE10,952.1067562965106
FMO17,1531.3384104907173
TBI27,3863.3993080113128
XIL11,3124.2623666247687
ZIV91,1935.3556493780952
QXX90,2896.9409604384873
PRC68,1307.4146347260073
EEG76,2509.9191332764826
QMP15,1595.7614708092826
UXH58,4599.49392151521
LCT65,765.4451063447641
HWG64,870.6037837741617
XIL11,2834.702231756823
JZK98,3057.3882548224324
WUV14,3814.940639799423
QIN25,2627.7027101228646
INK89,2140.079544806925
LNK13,1527.1866142970714
AJM90,4208.723942399585
GCV94,1744.0474998783557
RGL63,4189.039731061217
OVU58,-935.9439796037532
OJT30,936.8619734651857
NJD55,2552.800868992671
QGQ10,1894.8064883739244
QAU14,1652.9204898195126
JVE40,1871.152486559356
CUP12,3173.3613553621367
EHR84,1667.645259186261
IAR88,3096.3967765109855
IGQ78,-385.7929497806147
NGH10,3517.126026204271
OOY30,1787.2759320677992
OCU12,3214.7453475624006
NQW13,762.9250185689098
NUY94,408.8344265157391
VSL11,3593.3852938252153
LRF62,1912.8260643128324
PTX15,2868.50503562505
RSY89,993.4045894336641
AQW42,4183.642817574382
NQG12,2590.0888869842684
DQX15,1164.2587703216468
HMI21,3004.8771438804492
OPM10,3108.011395166166
EVN95,5631.206889294939
LLH65,4252.609256883134
COQ16,1868.6071956326236
QBV12,3837.2957422285513
JXN83,1664.1845318858907
LWD10,2627.5563871456043
AUO69,2824.1361548612235
FCY92,2502.60499483537
DBA13,1152.240307796865
BYA70,1923.8656686670133
OUB13,1493.7502394106268
IAP53,525.5348084819605
SPK13,2260.378963698755
VHM53,1579.041894177992
RXM37,950.9972083125663
GCR10,4393.665452699119
XRY13,2401.8650574808194
VJX78,2498.652097798113
KXA92,4638.736639220755
RLS13,2588.897355675922
URV12,682.5623423807581
IHZ66,3206.7874462235613
RGM13,1409.4098171760377
WVX10,3154.9633914118967
FCG79,2056.5795441984433
GZY97,4064.115468489825
YZE70,2444.747907322257
IHZ66,3253.30024559826
ITH16,1963.3062582853886
RCT12,2838.2940673148805
IMO12,763.0005983405856
NSE67,1692.7985997456747
CJZ63,1903.4594177164113
RZH55,1016.0854379213629
YYE10,1689.5345152521036
IYX45,2402.709302899257
YSI78,2997.3723267825326
KYV41,3711.6775492016327
JPO54,5060.735821482542
CNC77,3772.1116285521157
TFO71,1072.5312464853203
TKM11,4313.017619426053
VUG26,2904.0257887333614
PJM18,2361.3445016675705
GSG12,1961.9035961319842
OLY11,2023.5823609478953
UMO34,1976.2375922233123
UJC79,-890.8320787164514
YPI15,1985.0612017993253
JSI16,1792.236276024083
QMP15,1478.6007302699174
QXD11,2057.1115980814384
PPB10,4248.734664980273
AHZ10,2757.290898444422
UXH58,3169.8382337297294
HHJ28,2558.5677778017352
RLS13,2516.196419724956
LIE73,798.9011755440447
WYF11,4476.352814122041
CGG23,784.623215117273
RCK21,515.9180888787291
ZEP43,-59.70916931302344
GSN53,2364.4848803942555
MNO10,697.8282521589354
MVU13,-496.7396005582851
FCJ12,4061.7065241959467
YKM69,2529.032924296988
LTH47,1834.7106844396967
WEA21,1856.4591909828569
PTZ82,937.2084911468824
JKR96,-376.31186769280436
IBE74,688.6080775686047
EIJ11,3925.0490279614937
TVF57,1384.835736806631
JEF58,1862.600280154329
SVE76,2238.4424535090166
NCS40,849.5678839981927
GKK14,2134.763342406838
FWK70,2584.931694088472
LOK28,2285.1723028488
YPI15,1968.8763006347167
TBT30,3729.2244329302334
YTK96,1016.5056836528586
PHE51,3187.081176604353
PAN12,2850.676400192728
FKP21,3284.5923218898574
KUR15,1775.1942882436088
OKA72,2111.223809879075
BAE93,1522.9602890835565
AWN68,-655.3157947701982
KXV82,4203.2599164452
JVR13,2794.667169909556
RWW49,1735.0064513736177
GPT28,967.3689948246258
